PK (7100)	GUID (5800)	DayOfWeek (7101)	Starttime (7102)	Length (7115)	Course (7106)	Subject (7103)	Teacher (7104)	Group (7105)	Room (7107)	Period (7108)	Week (7109)	ActualWeeks (7167)
139	{B6F60B39-9718-49A8-9DB5-83ACE6605C4A}	Måndag	13:40	60	MUSENS0	MUS	StarMo,LindAn,PudaNi	ENS01:24_SW2	032			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
1089	{DEE3F37E-BE19-4C0B-9446-12679418A61C}	Onsdag	14:50	60	MUSENS0	MUS	BerSeb,SelsJo,PassAn	ENS01:24_MP2	024			35-41, 43, 45-49, 51, 3-8, 10, 12-13, 16-24
675	{256DD1C4-D588-4028-B210-8C9DCFEE063C}	Onsdag	14:50	60	MUSENS0	MUS	StarMo,LindAn,PudaNi	ENS01:24_SW2	032			35-41, 43, 45-49, 51, 3-8, 10, 12-13, 16-24
418	{D82B2CAE-0D71-4F88-8177-5DD37937656A}	Torsdag	15:25	25	MUSBRU0	MUS	KullJo	BRUGI:IV_1	110			35-42, 45-49, 51, 3-8, 10, 12-14, 16, 18-19, 21-24
506	{1458433F-8012-46E3-8668-016277B0BADC}	Tisdag	9:40	50		MUS	MagnLe	GRPI:25_MA1	015			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
345	{13285555-79CD-4ECA-8296-BEA2D2456EE3}	Torsdag	10:50	60	ENSE1000X	MUS	LindAn,GrönSa	ENS01:25_LS1	020			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
127	{7743DA5A-0640-4375-9032-124D546B4560}	Torsdag	10:50	60	ENSE1000X	MUS	BruKar	ENS01:25_MA1_1	021			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
397	{7719B103-3B3D-44B3-ACDB-1D60FC0B7EC1}	Torsdag	10:50	60	ENSE1000X	MUS	KarnFr	ENS01:25_MA1_2	024			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
73	{465E4A3D-5A06-4B4E-AAD3-6CEF15622096}	Torsdag	10:50	60	ENSE1000X	MUS	ErikBe	ENS01:25_MA1_3	023			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
67	{FC9EDF43-91DC-4BA6-B8A5-FDAD5029012B}	Torsdag	10:50	60	ENSE1000X	MUS	SandVi	ENS01:25_MA1_4	026			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
330	{EEF95625-177F-470A-B506-DA515C4B2480}	Torsdag	10:50	60	ENSE1000X	MUS	BerSeb,StröJo	ENS01:25_MP1	032			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
1084	{63506F56-5D3E-413D-B9D9-66BE083A011D}	Tisdag	8:30	60	ENSE1000X	MUS	LindAn,GrönSa	ENS01:25_LS1	020			35-43, 45, 47-51, 3-8, 10, 12-14, 16-24
1080	{F72C798E-FB95-4717-B950-8485945C62D8}	Tisdag	8:30	60	ENSE1000X	MUS	BruKar	ENS01:25_MA1_1	021			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
1061	{DC81A13B-07A2-4D91-BE9D-8F9E31E12E29}	Tisdag	8:30	60	ENSE1000X	MUS	KarnFr	ENS01:25_MA1_2	027			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
1060	{EC0F6C8C-08F2-42A4-961E-FDAAD7F2FEB1}	Tisdag	8:30	60	ENSE1000X	MUS	ErikBe	ENS01:25_MA1_3	023			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
1077	{A2E35DCD-63B9-43AD-A7BE-BDE2D84725C5}	Tisdag	8:30	60	ENSE1000X	MUS	SandVi	ENS01:25_MA1_4	026			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
858	{66C5CEB6-B2D7-4954-9B0B-057BC90F98B3}	Tisdag	8:30	60	ENSE1000X	MUS	BerSeb,StröJo	ENS01:25_MP1	032			35-43, 45, 47-51, 3-8, 10, 12-14, 16-24
1148	{09A7D64A-4E79-4653-A506-6ED8D354D77D}	Tisdag	9:40	60	ENSE1000X	MUS	ErikBe	ENS01:25_MA2_2	023			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
893	{1B6B4200-0B54-4CF2-ABE6-C73883648FD0}	Torsdag	8:30	60	ENSE1000X	MUS	NorbSo	ENS01:25_MA2_3	024			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
226	{22FD2D86-19EE-40F7-8CD8-CBF34BFDC4CE}	Torsdag	8:30	60	ENSE1000X	MUS	KullJo	ENS01:25_MA2_4	026			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
987	{B9460CDA-BAA8-48CA-B2C6-A92E8E8EEF35}	Torsdag	8:30	60	ENSE1000X	MUS	DrouJo	ENS01:25_MA2_5	027			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
177	{B547EAE5-42C8-4BAB-BC21-9E2D1366032E}	Torsdag	8:30	60	ENSE1000X	MUS	BruKar	ENS01:25_MA2_1	021			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
988	{56CBE56A-5733-4A0F-82FC-78C41F1DFBEC}	Torsdag	8:30	60	ENSE1000X	MUS	ErikBe	ENS01:25_MA2_2	023			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
377	{63839940-3A18-4905-B4FB-02EC90D6F8B6}	Torsdag	8:30	60	ENSE1000X	MUS	BerSeb,SkoJon	ENS01:25_MP2	032			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
1152	{00FCE8F6-D0E1-434E-B301-C1C420D28707}	Tisdag	9:40	60	ENSE1000X	MUS	BruKar	ENS01:25_MA2_1	021			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
1151	{7A753EFC-3F63-4DCE-B9E5-311C6A8F880A}	Tisdag	9:40	60	ENSE1000X	MUS	KullJo	ENS01:25_MA2_4	026			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
1150	{4C2C0148-74C1-4006-9F06-677CA8AC5355}	Tisdag	9:40	60	ENSE1000X	MUS	DrouJo	ENS01:25_MA2_5	027			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
1149	{096D0BE1-3F87-4EC4-8CEE-D4DAF69E73DE}	Tisdag	9:40	60	ENSE1000X	MUS	NorbSo	ENS01:25_MA2_3	024			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
266	{B0C540CF-2C83-4EA5-A1EB-0CD438DF04FA}	Tisdag	9:40	60	ENSE1000X	MUS	BerSeb,SkoJon	ENS01:25_MP2	032			35-43, 45, 47-51, 3-8, 10, 12-14, 16-24
374	{F1AF685D-A854-429D-A030-71025D5C24FA}	Fredag	14:50	45	INSR1000XELB	MUS	KarnFr	SP-BS01:25A_EliFol	012			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
905	{3B47E627-B0E9-426B-B4DF-9210318506FC}	Torsdag	11:40	30	INSR1000XELB	MUS	HammUl	BS01:25A_MarBil	105			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
401	{905CC1AA-771B-45C9-87CD-73CFA781D09A}	Onsdag	15:35	30	INSR1000XELB	MUS	KarnFr	BS01:25A_OveFel	012			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
425	{57E709E1-2FEC-47E8-901D-41DE51EBB3E2}	Fredag	14:15	30	INSR1000XELB	MUS	KarnFr	BS01:25A_VilEng	012			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
388	{8CCEF05B-EDC0-4CE7-9F56-6D2C42F92D6C}	Måndag	11:55	30	INSR1000XELB	MUS	KarnFr	BS01:25B_ClaFBä	012			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
785	{FF3DD8EC-2F49-4437-9D72-9B9314FF4A82}	Torsdag	9:00	30	INSR1000XELB	MUS	HammUl	BS01:25B_FelRBe	105			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
326	{EBAB05D6-B1CF-4E37-B07F-6CDFC6AE263B}	Tisdag	10:55	30	INSR1000XELB	MUS	HammUl	BS01:25B_TheMal	105			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
399	{2BAB9048-E394-4289-AB4C-AED4B7E8643B}	Tisdag	12:40	30	INSR1000XELB	MUS	HammUl	BS01:25B_TilNys	105			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
1017	{0E3FDF97-EE5D-40E9-9845-D7301F189275}	Tisdag	14:20	30	INSR1000XELB	MUS	HammUl	BS01:25C_AdrSte	012			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
269	{FB15DC4D-63A4-4904-9BC9-CE905237E12E}	Måndag	9:35	30	INSR1000XELB	MUS	KarnFr	BS01:25C_AntZyb	012			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
426	{0391130B-C58C-49AA-8273-20D46CFB4CE6}	Måndag	9:00	30	INSR1000XELB	MUS	KarnFr	BS01:25C_LovÅre	012			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
403	{6E787EFB-75BE-4ADD-80FB-47BE65CA8FBE}	Tisdag	10:20	30	INSR1000XELB	MUS	HammUl	BS01:25C_NaoSki	105			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
400	{969AA463-BD1A-4676-AE81-B476623FB474}	Måndag	10:10	30	MUSINS02S	MUS	KarnFr	BS02:24C_AlfADa	012			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
726	{59C9AD15-6807-48DA-A007-DF5A34FA3977}	Fredag	9:30	30	MUSINS02S	MUS	KarnFr	BS02:24A_DavBer	012			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
589	{FC42F0A2-4066-418E-A448-6EAF99FA5031}	Onsdag	13:05	30	MUSINS02S	MUS	KarnFr	BS02:24A_MorBen	012			35-41, 43, 45-49, 51, 3-8, 10, 12-13, 16-24
409	{3B42B2B3-1AF1-4CEA-9234-704E8E3097C4}	Måndag	10:45	30	MUSINS02S	MUS	KarnFr	BS02:24B_DavElf	012			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
259	{848B0851-0EE7-4F75-A264-ABF46E0A8E5E}	Onsdag	10:15	30	MUSINS02S	MUS	PassAn	BS02:24B_DavIva	012			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
838	{C5DEFAE7-3DB0-4DB9-ACD9-B4E59CAF0B93}	Onsdag	10:50	30	MUSINS02S	MUS	PassAn	BS02:24B_NouKRo	012			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
808	{3950D338-8FDE-4D39-B68A-3280D41650EE}	Tisdag	10:15	30	MUSINS02S	MUS	PassAn	BS02:24B_RalKel	012			35-43, 45, 47-51, 3-8, 10, 12-13, 16, 18-24
914	{11A354F4-FC49-4945-B9A7-E1BB33A854BA}	Onsdag	9:40	30	MUSINS02S	MUS	PassAn	BS02:24B_SimJon	012			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
605	{EAA2F04C-8493-4CEE-9A86-84762FA09076}	Torsdag	9:35	30	MUSINS02S	MUS	HammUl	BS02:24C_AlvHam	105			35-42, 45-49, 51, 3-8, 10, 12-14, 16, 18-19, 21-24
441	{D7329CB0-A049-4166-BE0E-6E15888797BD}	Tisdag	9:05	30	MUSINS02S	MUS	PassAn	BS02:24C_ZacNAx	012			35-43, 45, 47-51, 3-8, 10, 12-13, 16, 18-24
651	{9104EAA5-A420-46B7-B541-78F7F93152B7}	Onsdag	14:10	30	MUSINS02S	MUS	HammUl	BS02:24F_HugÖqv	105			35-41, 43, 45-49, 51, 3-8, 10, 12-13, 16-24
214	{AB963FFE-BC44-4734-BEC0-3F4CEA12A342}	Torsdag	11:55	30	MUSINS02S	MUS	PassAn	BS02:24F_JulRud	012			35-42, 45-49, 51, 3-8, 10, 12-14, 16, 18-19, 21-24
516	{EDF6A6EB-536E-4602-8E57-B6474B9CFA63}	Torsdag	9:30	30	MUSINS02S	MUS	PassAn	IV-BS02:24G_AnaLei	012			35-42, 45-49, 51, 3-8, 10, 12-14, 16, 18-19, 21-24
682	{6B43E9F5-BFE2-4831-9F37-BACA6D460470}	Torsdag	10:05	30	MUSINS02S	MUS	PassAn	IV-BS02:24G_BibMar	012			35-42, 45-49, 51, 3-8, 10, 12-14, 16, 18-19, 21-24
186	{B2959993-B580-47E4-B827-D007BAE0B49D}	Tisdag	13:15	30	MUSINS03S	MUS	KarnFr	BS03:23A_KarArv	012			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
936	{A5FF479C-4DA9-479A-B315-36AF84298E7F}	Onsdag	13:40	30	MUSINS03S	MUS	KarnFr	BS03:23A_LiaFag	012			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
423	{9F7AF75C-6C77-4448-8728-CC1994F25D05}	Tisdag	13:45	30	MUSINS03S	MUS	KarnFr	BS03:23A_MolAOt	012			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
58	{261FAE33-18D3-4C0E-B562-100774301461}	Onsdag	15:00	30	MUSINS03S	MUS	KarnFr	BS03:23B_EdvMos	012			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
402	{EB21E4BB-B1F2-4A62-8887-F95B94AAF464}	Torsdag	10:45	30	MUSINS03S	MUS	PassAn	BS03:23B_ManKAm	012			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
683	{784605AE-C9CD-4663-B3F8-5C82CF5EAF86}	Tisdag	11:25	30	MUSINS03S	MUS	PassAn	BS03:23C_AlvMal	012			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
294	{0E04D325-FBB1-465D-9596-1B7D1D831A7F}	Onsdag	13:35	30	MUSINS03S	MUS	HammUl	BS03:23C_NoaLer	105			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
422	{7792C0CD-1362-4340-903F-EA7586D307FE}	Tisdag	10:50	30	MUSINS03S	MUS	PassAn	BS03:23C_OskGäl	012			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
389	{CC07153F-ED99-43FC-82B6-5FCC40D297FF}	Torsdag	12:45	30	MUSINS03S	MUS	HammUl	BS03:23C_VigLLi	105			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
674	{E2DB7020-97DB-46F7-BC8C-FC6D34CA3973}	Måndag	11:50	30	MUSINS03S	MUS	HammUl	BS03:23F_HilWMå	105			35-43, 45, 47-51, 3-8, 10, 12-14, 16-18, 20-24
431	{DC98D959-F1F6-4847-9E0A-0F27391317BD}	Torsdag	12:15	30	MUSINS03S	MUS	HammUl	BS03:23F_LeoMöl	105			35-42, 45-49, 51, 3-8, 10, 12-14, 16-17, 21-24
433	{B0585C82-98B1-4A15-989B-CCFF2580BCBA}	Onsdag	13:00	30	MUSINS03S	MUS	HammUl	BS03:23F_NelZir	105			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
434	{F5DBECA1-C5D1-48B7-AD53-0C9808A2E03D}	Torsdag	12:45	30	INSR1000XGIT	MUS	TörnEf	GI01:25A_AlwHil	014			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
342	{A195DBEA-593C-4E2F-B673-A364830CB975}	Onsdag	11:20	30	INSR1000XGIT	MUS	LindCh	GI01:25A_AugEdl	014			35-38, 40-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
518	{A79DAB04-66B4-403E-9EF6-4CC8D339F718}	Onsdag	11:55	30	INSR1000XGIT	MUS	LindCh	GI01:25A_AxeAll	014			35-38, 40-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
703	{691B5777-38E4-42A4-82EE-B1D77904C4A1}	Tisdag	14:20	30	INSR1000XGIT	MUS	JonsLa	GI01:25A_AxeHan	102			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
691	{926F8B79-9E78-4F79-B47E-2B96B1A4DC03}	Torsdag	11:55	45	INSR1000XGIT	MUS	TörnEf	SP-GI01:25A_HanESw	014			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
947	{712C5F05-56FB-43D7-AFA5-037EEF87BDF2}	Onsdag	11:10	30	INSR1000XGIT	MUS	JonsLa	GI01:25A_IngHer	018			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
463	{E8C43849-1A65-40EF-9881-45E9499DC4E4}	Tisdag	14:20	30	INSR1000XGIT	MUS	LindCh	GI01:25A_LudEri	113			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
1016	{FAF5757D-F50C-4C34-880F-38FD2C8938C7}	Tisdag	11:20	30	INSR1000XGIT	MUS	HolmCh	GI01:25A_SigBru	018			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
486	{5977E7D0-1E0C-4540-B35F-C3A5861DEB14}	Tisdag	12:40	30	INSR1000XGIT	MUS	MeliPm	GI01:25B_EldMOk	111			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
507	{410749D1-BD5D-4249-AEDE-2EDF923E891D}	Fredag	14:15	30	INSR1000XGIT	MUS	KullJo	GI01:25B_EllKTö	018			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
513	{158B0F3F-09A5-441D-AF75-5AB59403B14D}	Torsdag	11:05	30	INSR1000XGIT	MUS	KullJo	GI01:25B_EllLea	113			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
280	{A51C55B6-D751-4EBF-873E-AE556DE50478}	Tisdag	12:20	30	INSR1000XGIT	MUS	JonsLa	GI01:25B_HanJun	102			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
446	{6DF5D186-B992-4DBE-BF15-3A78BBF4E531}	Tisdag	12:05	30	INSR1000XGIT	MUS	MeliPm	GI01:25B_MicLaf	111			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
443	{69143323-43DB-4D42-AD49-2D14CE17C5B3}	Torsdag	14:55	30	INSR1000XGIT	MUS	HolmCh	GI01:25B_MirRah	018			35-42, 45-49, 51, 3-8, 10, 12-14, 16-19, 21-24
522	{A56D4BF3-039F-4764-B674-DC9E510957E6}	Tisdag	11:20	30	INSR1000XGIT	MUS	MeliPm	GI01:25B_NatMar	111			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
430	{55396BD4-A535-47AC-8A74-79284A243992}	Tisdag	10:45	30	INSR1000XGIT	MUS	MeliPm	GI01:25B_NilOul	111			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
450	{7CFBFB9E-B0E6-4EED-8420-13AAD920C61F}	Måndag	14:20	30	INSR1000XGIT	MUS	HolmCh	GI01:25B_ValNil	018			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
442	{36E23840-E2BE-461E-9250-4D3C6318B67C}	Tisdag	12:00	30	INSR1000XGIT	MUS	LindCh	GI01:25B_VikMos	018			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
475	{09021E22-0B55-4648-BC75-97538A0B44C2}	Onsdag	11:20	30	INSR1000XGIT	MUS	TörnEf	GI01:25C_EliRAr	113			35-38, 40-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
438	{95312454-1777-4BCC-BD90-03202EC02FDD}	Tisdag	10:50	30	INSR1000XGIT	MUS	HolmCh	GI01:25A_EllÅbe	018			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
452	{1E6AF636-C7C4-461A-9156-6F8643B37F5C}	Onsdag	11:40	30	INSR1000XGIT	MUS	JonsLa	GI01:25C_LinXie	018			35-38, 40-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-22, 24
532	{60696B46-926F-4C67-9116-FF9D77BA8785}	Måndag	9:35	30	INSR1000XGIT	MUS	KullJo	GI01:25C_LovÖst	106			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
748	{5253E235-AD92-4F3F-BA0C-ECF52668B37F}	Tisdag	11:50	30	INSR1000XGIT	MUS	JonsLa	GI01:25C_OmaSMo	102			35-43, 45, 47-51, 3-8, 10, 12-14, 16-22, 24
447	{F589AFEC-0C35-4A1E-B05D-B84620463FC7}	Måndag	9:30	30	INSR1000XGIT	MUS	HolmCh	GI01:25C_SebSta	102			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
521	{346BF1DE-CCA5-479A-8969-59D5E840554B}	Torsdag	11:00	30	INSR1000XGIT	MUS	JonsLa	GI01:25C_SonRLu	102			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
494	{43EEB36E-D2E9-4B15-8CAC-D576AB2DA592}	Torsdag	11:35	30	INSR1000XGIT	MUS	KullJo	GI01:25C_TheSka	113			35-42, 45, 47-49, 51, 3-8, 10, 12-14, 16-19, 21-24
184	{F8D021D8-B5D1-4C3B-8111-DA78972DCC47}	Måndag	9:05	30	INSR1000XGIT	MUS	KullJo	GI01:25C_TheSRe	106			35-43, 45, 47-51, 3-8, 10, 12-14, 16-20, 22-24
484	{4AB9DE3D-7A8E-42B9-8D6F-C46CAD91D8FE}	Fredag	9:30	30	MUSINS02S	MUS	KullJo	GI02:24A_DouCed	014			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
997	{2DCBF8E8-EB56-40EE-BCCA-2409250612CE}	Fredag	11:45	30	MUSINS02S	MUS	KullJo	GI02:24A_HenBNy	014			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
467	{6FEBDD2B-CD76-466E-8508-7F6A75B7B30B}	Fredag	9:00	30	MUSINS02S	MUS	KullJo	GI02:24A_LeoESz	014			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
457	{079FF7F8-FBEA-4D62-9408-F7BCB11C22D9}	Onsdag	9:40	30	MUSINS02S	MUS	LindCh	GI02:24A_LovJoe	014			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
471	{097B9043-81D1-4781-96B4-672D0240519D}	Onsdag	13:05	30	MUSINS02S	MUS	MeliPm	GI02:24A_MaxEnl	102			35-41, 43, 45-49, 51, 3-8, 10, 12-13, 16-24
913	{07F0B166-683C-400A-8F22-D5C5ECD03F32}	Onsdag	11:55	30	MUSINS02S	MUS	MeliPm	GI02:24A_RafHaf	102			35-38, 40-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
256	{CB2E4227-7CFA-416E-8749-9F12813DED74}	Torsdag	9:30	30	MUSINS02S	MUS	JonsLa	GI02:24A_RomDes	102			35-42, 45-49, 51, 3-8, 10, 12-14, 16, 18-19, 21-24
120	{B0EC28FE-1602-4065-A57C-6A4961A9CFFB}	Onsdag	10:15	30	MUSINS02S	MUS	LindCh	GI02:24B_EliJLe	014			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
993	{880586CA-8E36-4373-8596-614CB14CC125}	Måndag	10:40	30	MUSINS02S	MUS	LindCh	GI02:24B_EliLMa	113			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
488	{3A60D2A1-E54E-4C4E-966E-9B1ED9C98B5F}	Onsdag	11:55	30	MUSINS02S	MUS	TörnEf	GI02:24B_KinLem	113			35-38, 40-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
782	{1E158237-5699-432C-8D56-753FC3E3230A}	Onsdag	11:20	30	MUSINS02S	MUS	MeliPm	GI02:24B_LouTry	102			35-38, 40-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
511	{36EA54BB-4AFE-4D6E-9A75-48F6AA025254}	Tisdag	9:00	30	MUSINS02S	MUS	HolmCh	GI02:24B_NirSNa	018			35-43, 45, 47-51, 3-8, 10, 12-13, 16, 18-24
460	{158482A0-DED8-4F59-AC4E-3CAA43370515}	Tisdag	10:10	30	MUSINS02S	MUS	HolmCh	GI02:24B_WilKar	018			35-43, 45, 47-51, 3-8, 10, 12-13, 16, 18-24
1135	{9950BB34-E5B2-4F67-B218-DA4E478B4737}	Tisdag	9:35	30	MUSINS02S	MUS	HolmCh	GI02:24C_ArtvHo	018			35-43, 45, 47-51, 3-8, 10, 12-13, 16, 18-24
832	{2BD6EEC4-AE27-4184-8766-EBFBBEECC62E}	Torsdag	14:20	30	MUSINS02S	MUS	HolmCh	GI02:24C_AssRBä	018			35-42, 45-49, 51, 3-8, 10, 12-14, 16, 18-19, 21-24
293	{C4A14A68-6F7C-4FD7-B459-F935A2AED4F0}	Måndag	13:45	30	MUSINS02S	MUS	HolmCh	GI02:24C_ElvSun	018			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
485	{0B8814EF-BC31-4B98-957C-6F6448030EB8}	Måndag	10:45	30	MUSINS02S	MUS	MeliPm	GI02:24C_FraLun	018			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
14	{A827699B-2A65-4A05-94F9-4F0EC729E86D}	Måndag	10:10	30	MUSINS02S	MUS	LindCh	GI02:24C_GabSan	113			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
819	{3826BD27-C741-432E-8143-3E3D2C440831}	Måndag	10:45	30	MUSINS02S	MUS	KullJo	GI02:24C_LiaNik	106			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
548	{725ED4B7-2653-4520-B2CB-A9D5FDDED584}	Tisdag	9:35	30	MUSINS02S	MUS	MeliPm	GI02:24C_MalWah	014			35-43, 45, 47-51, 3-8, 10, 12-13, 16, 18-24
839	{5276EE03-65E3-4716-9954-A820BD22D441}	Måndag	10:15	30	MUSINS02S	MUS	KullJo	GI02:24C_ValRim	106			35-43, 45, 47-51, 3-8, 10, 12-13, 16-24
619	{DD6413D0-97AB-431A-BB5E-A85733B4C48A}	Fredag	12:15	30	MUSINS02S	MUS	KullJo	GI02:24C_VigNor	014			35-36, 38-42, 45-49, 2-8, 10, 12, 16-17, 21-24
515	{5D004A55-4874-4670-8345-B6A4E2071ADD}	Torsdag	10:30	30	MUSINS02S	MUS	JonsLa	GI02:24C_WilPet	102			35-42, 45-49, 51, 3-8, 10, 12-14, 16, 18-19, 21-24
843	{369B5C63-FF05-43B0-A4C5-7BA6CEAA259A}	Onsdag	13:50	30	MUSINS02S	MUS	JonsLa	GI02:24F_ChaTer	018			35-41, 43, 45-49, 51, 4-8, 10, 12-13, 16-24
478	{A13CDDD4-910F-42AB-A0BD-DC8AE5B76FAE}	Torsdag	11:30	30	MUSINS02S	MUS	JonsLa	GI02:24F_FolTWa	102			35-42, 45-49, 51, 3-8, 10, 12-14, 16, 18-19, 21-24
336	{767C9DE8-C085-4E43-8BB3-3DED3F90692D}	Tisdag	9:00	30	MUSINS02S	MUS	JonsLa	IV-GI02:24G_AntSta	106			35-43, 45, 47-51, 3-8, 10, 12-13, 16, 18-20, 22-24
458	{C486A925-519B-471E-9235-662CC2A83D11}	Torsdag	12:30	30	MUSINS02S	MUS	JonsLa	IV-GI02:24G_GreOlz	102			35-42, 45-49, 51, 3-8, 10, 12-14, 16, 18-19, 21-24
489	{EBC12979-3DF8-4098-99DD-62F2652CC118}	Torsdag	10:00	30	MUSINS02S	MUS	JonsLa	IV-GI02:24G_LinHed	102			35-42, 45-49, 51, 3-8, 10, 12-14, 16, 18-19, 21-24
459	{F25AC8D0-84E8-46C5-9891-0C1F587DC600}	Fredag	12:30	30	MUSINS03S	MUS	TörnEf	GI03:23A_JuaJBe	113			35-36, 38-42, 45-49, 2-8, 10, 12-13, 16-17, 21-24
502	{2CA9D345-A310-4797-ADC8-C5D25720ED5E}	Onsdag	13:05	30	MUSINS03S	MUS	TörnEf	GI03:23A_LeeFer	113			35-41, 43, 45-49, 51, 3-8, 10, 12-14, 16-18, 20-24
